,stnode,endnode,Wkt,one_way,key,infra_type,length,osm_id,geometry
5499,4537,3671,"LINESTRING (-21.7476197 64.1245267, -21.7475639 64.1247459)",,edge_20939,service,0.024586975028233794,2a353f12-26cd-4f3f-b952-b97eb8fac7c8,"LINESTRING (-21.7476197 64.1245267, -21.7475639 64.1247459)"
5500,4539,4451,"LINESTRING (-21.6300619 64.1783425, -21.6307768 64.1783413)",,edge_17118,residential,0.03475843013020844,83471c57-111d-4551-97a1-085953159bfb,"LINESTRING (-21.6300619 64.1783425, -21.6307768 64.1783413)"
5501,4539,13231,"LINESTRING (-21.6300619 64.1783425, -21.6300728 64.1782344, -21.6301066 64.1778964, -21.6301757 64.1778687, -21.630291 64.1778535)",,edge_17119,residential,0.06019841300975353,272bd6d1-68fd-4b3b-a717-4d4f7448797e,"LINESTRING (-21.6300619 64.1783425, -21.630291 64.1778535)"
5502,4540,1900,"LINESTRING (-21.863313 64.1302329, -21.8632725 64.1301988, -21.8632158 64.1301694)",,edge_2993,secondary,0.008568511786400935,c5760041-5fb3-43d1-b85e-13404a78a18e,"LINESTRING (-21.863313 64.1302329, -21.8632158 64.1301694)"
5503,4542,3132,"LINESTRING (-21.6955898 64.1758417, -21.695686 64.1758545, -21.6962159 64.1758245)",,edge_16761,track,0.03087244590637332,442d6e9c-2958-44a7-8ae8-414f3b676a80,"LINESTRING (-21.6955898 64.1758417, -21.6962159 64.1758245)"
5504,4543,13678,"LINESTRING (-21.8055198 64.1209251, -21.8061486 64.1210172, -21.8065629 64.1210778)",,edge_4836,service,0.05359512196626946,6d3ea07c-88ec-4e78-b78a-d5f313debba5,"LINESTRING (-21.8055198 64.1209251, -21.8065629 64.1210778)"
5505,4545,10923,"LINESTRING (-21.8368206 64.2406148, -21.8366737 64.240588, -21.8366334 64.2405805, -21.8365154 64.2405584)",,edge_14232,residential,0.016085366251507083,2045fdb9-e478-4bfb-bc0d-7ba4f3732e42,"LINESTRING (-21.8368206 64.2406148, -21.8365154 64.2405584)"
5506,4545,4872,"LINESTRING (-21.8368206 64.2406148, -21.8369946 64.2406148, -21.8383916 64.2407267, -21.8385414 64.2407203, -21.838613 64.2406665, -21.8387645 64.2403155)",,edge_14244,residential,0.1313951646554379,d0cb1ed4-2c3c-44a2-8a7c-6c8f3f17d7b0,"LINESTRING (-21.8368206 64.2406148, -21.8387645 64.2403155)"
5507,4546,5082,"LINESTRING (-21.882176 64.1382451, -21.88233 64.1381851, -21.8824603 64.1381322, -21.8827003 64.138038)",,edge_7182,service,0.034420825105785875,802db1e9-ff8e-4c15-924b-b3ab04ad43a9,"LINESTRING (-21.882176 64.1382451, -21.8827003 64.138038)"
5508,4546,10451,"LINESTRING (-21.882176 64.1382451, -21.8822658 64.1382747, -21.8824449 64.1383303)",,edge_7188,residential,0.016176497303615797,79729c2c-a2c5-43f3-8411-6084e38ef84c,"LINESTRING (-21.882176 64.1382451, -21.8824449 64.1383303)"
5509,4547,5853,"LINESTRING (-21.9902533 64.1503724, -21.9902847 64.1503908)",,edge_13601,service,0.002557910079049178,d75ef5bd-62a8-4ae0-95fe-603e16829d64,"LINESTRING (-21.9902533 64.1503724, -21.9902847 64.1503908)"
5510,4547,4186,"LINESTRING (-21.9902533 64.1503724, -21.9901346 64.150421, -21.9896839 64.1506053)",,edge_13604,service,0.03797436899681471,04fe83f3-d76e-4713-82dd-16e63e08781e,"LINESTRING (-21.9902533 64.1503724, -21.9896839 64.1506053)"
5511,4548,307,"LINESTRING (-21.9299761 64.1354461, -21.9307806 64.1347507)",,edge_11222,residential,0.08685906301283047,241da8bf-8ce6-4c48-bf6f-a770d8b21a8a,"LINESTRING (-21.9299761 64.1354461, -21.9307806 64.1347507)"
5512,4549,16900,"LINESTRING (-21.8806825 64.1336128, -21.8800714 64.1335257)",,edge_2538,residential,0.03130337323325972,00f97954-ed68-493c-9295-dc7f2bfb3ab8,"LINESTRING (-21.8806825 64.1336128, -21.8800714 64.1335257)"
5513,4549,16480,"LINESTRING (-21.8806825 64.1336128, -21.8804337 64.1339608)",,edge_2541,residential,0.04064278632045352,63d54a9f-6b33-4f8d-a544-fa313a1b17dc,"LINESTRING (-21.8806825 64.1336128, -21.8804337 64.1339608)"
5514,4550,11469,"LINESTRING (-21.949565 64.1354814, -21.9499162 64.1356266, -21.9493401 64.1361024, -21.9490905 64.1360472, -21.9490649 64.1360138)",,edge_11353,service,0.1011001103165592,3a684f37-17a7-4350-b348-bbd8b40646d9,"LINESTRING (-21.949565 64.1354814, -21.9490649 64.1360138)"
5515,4550,15329,"LINESTRING (-21.949565 64.1354814, -21.9493431 64.1353833, -21.9492261 64.1354357, -21.9488717 64.1357059, -21.9489919 64.1359182)",,edge_11358,service,0.08262880376801669,c4f3847f-8b96-41ba-b3a0-70be191f655e,"LINESTRING (-21.949565 64.1354814, -21.9489919 64.1359182)"
5516,4551,11114,"LINESTRING (-21.8726972 64.1501246, -21.8741752 64.1504478, -21.8748216 64.1505712, -21.8748519 64.150577, -21.8749752 64.1505986, -21.8755006 64.1506904, -21.876367 64.150806, -21.8770944 64.1508979)",,edge_7514,residential,0.23135009041777654,cbb39f5e-50c9-456a-b16f-14300cb90a0a,"LINESTRING (-21.8726972 64.1501246, -21.8770944 64.1508979)"
5517,4551,11687,"LINESTRING (-21.8726972 64.1501246, -21.872575 64.1500742, -21.8724907 64.1500271, -21.872434 64.1499891, -21.8723924 64.1499477, -21.8723703 64.1499093, -21.8723634 64.1498709)",,edge_7543,residential,0.033648630240323024,15905c14-bff8-4489-8f33-742d164f2768,"LINESTRING (-21.8726972 64.1501246, -21.8723634 64.1498709)"
5518,4552,2937,"LINESTRING (-21.90266 64.1308728, -21.9032647 64.1309454, -21.9043523 64.1310581, -21.9045808 64.1310819)",,edge_9745,residential,0.09642125393623417,c44909d2-feef-4d58-831b-a8b45a936130,"LINESTRING (-21.90266 64.1308728, -21.9045808 64.1310819)"
5519,4552,16574,"LINESTRING (-21.90266 64.1308728, -21.9027152 64.130832, -21.9028524 64.1307308)",,edge_9748,service,0.018395547964200537,a6b75450-933f-4a4b-842a-fc2e6245cf76,"LINESTRING (-21.90266 64.1308728, -21.9028524 64.1307308)"
5520,4553,5087,"LINESTRING (-21.3986586 64.3592224, -21.3941782 64.3591721, -21.3925433 64.359212, -21.3922553 64.3591846, -21.3920382 64.3591514, -21.3917401 64.3591054, -21.3914444 64.3590183, -21.3911654 64.358899, -21.3909567 64.3587571, -21.3907357 64.3585847, -21.3898265 64.3578042, -21.3897731 64.3577603, -21.3896879 64.3577198, -21.3895432 64.3576774, -21.3894053 64.3576547, -21.3877208 64.3573568, -21.3861657 64.3571036, -21.3857878 64.3570896, -21.3835568 64.3570602, -21.3806205 64.3570251)",,edge_14707,service,0.9740286349790311,0819ef27-5c8a-4f6e-a6e0-526d359fccbf,"LINESTRING (-21.3986586 64.3592224, -21.3806205 64.3570251)"
5521,4553,10407,"LINESTRING (-21.3986586 64.3592224, -21.398012 64.3601073, -21.3977146 64.3602886, -21.397397 64.3603793, -21.3969779 64.360467, -21.395464 64.3606776, -21.3952274 64.3607566)",,edge_14709,service,0.2603528968489875,28a5aa52-0ab2-4e1d-b5b7-0c9f470f4b39,"LINESTRING (-21.3986586 64.3592224, -21.3952274 64.3607566)"
5522,4554,7352,"LINESTRING (-21.6123876 64.1135, -21.6127709 64.1135416, -21.6131319 64.1135467, -21.61342 64.1135206, -21.613833 64.1134398, -21.614705 64.1132647)",,edge_17699,unclassified,0.12000143158328125,e26739f7-0b7c-4246-b43c-aed49eb7b71a,"LINESTRING (-21.6123876 64.1135, -21.614705 64.1132647)"
5523,4555,4378,"LINESTRING (-21.7730707 64.1443544, -21.773131 64.1439589)",,edge_19401,unclassified,0.044187775896732,cce84e33-84a4-43f7-b53f-3b20d8310ea6,"LINESTRING (-21.7730707 64.1443544, -21.773131 64.1439589)"
5524,4555,382,"LINESTRING (-21.7730707 64.1443544, -21.7728418 64.1443507)",,edge_19406,service,0.011150289230557456,e9398a06-bac7-4d30-8a6c-70b5f248d004,"LINESTRING (-21.7730707 64.1443544, -21.7728418 64.1443507)"
5525,4558,11848,"LINESTRING (-21.843433 64.1094196, -21.8433879 64.1094155)",,edge_1431,service,0.002245203274216239,9c0e2fa9-a531-4399-85c0-cdb68c001968,"LINESTRING (-21.843433 64.1094196, -21.8433879 64.1094155)"
5526,4559,4751,"LINESTRING (-21.8407494 64.1083132, -21.8409458 64.1083129, -21.8411654 64.1083126)",,edge_1474,service,0.020276883576421295,d2f11d23-5c40-44a4-8627-da5a732a81a4,"LINESTRING (-21.8407494 64.1083132, -21.8411654 64.1083126)"
5527,4559,482,"LINESTRING (-21.8407494 64.1083132, -21.8407457 64.108724, -21.8407436 64.1089483)",,edge_1477,tertiary,0.07080089211790025,fbf89c2d-109d-4b5d-9985-dd1f99b87753,"LINESTRING (-21.8407494 64.1083132, -21.8407436 64.1089483)"
5528,4560,11320,"LINESTRING (-21.9353386 64.1477274, -21.9351649 64.1476848, -21.9350947 64.1476696, -21.934992 64.1476473)",,edge_12625,tertiary,0.019093810090223443,b824c6c0-461d-4c1d-a4ad-359e12799a3e,"LINESTRING (-21.9353386 64.1477274, -21.934992 64.1476473)"
5529,4560,7523,"LINESTRING (-21.9353386 64.1477274, -21.935165 64.1478269, -21.9348652 64.1479988, -21.9347331 64.1480745, -21.9346168 64.1481411, -21.9345628 64.1481721, -21.9343871 64.1482728)",,edge_12702,secondary,0.07643019431819281,8939e591-fbc8-4720-b7d1-1a41cdb530af,"LINESTRING (-21.9353386 64.1477274, -21.9343871 64.1482728)"
5530,4560,15119,"LINESTRING (-21.9353386 64.1477274, -21.9354366 64.1477512, -21.9355165 64.1477706)",,edge_12705,tertiary,0.009908113919772522,c8ef0d46-aefd-4126-a12c-c958b1715994,"LINESTRING (-21.9353386 64.1477274, -21.9355165 64.1477706)"
5531,4561,14027,"LINESTRING (-21.7361639 64.2069447, -21.7398679 64.2066138, -21.7412234 64.2064701, -21.7425097 64.2062711, -21.7448474 64.2058613, -21.7461704 64.2056873, -21.7474309 64.2055612, -21.7483724 64.2055131, -21.7493601 64.2054902, -21.7505103 64.205494, -21.7515221 64.205548, -21.753212 64.2056909, -21.7543889 64.2058417, -21.7552945 64.2060088, -21.7560459 64.206172, -21.7567471 64.2063396, -21.7575816 64.2065695, -21.758225 64.2067645, -21.7591514 64.2070858, -21.7598901 64.2073585, -21.7604451 64.2075634, -21.7604898 64.2075799, -21.7614018 64.2079252, -21.7628159 64.2084794)",,edge_15538,trunk,1.4198946333136235,f0d21ef8-dc72-4657-bacf-7215de0dc33c,"LINESTRING (-21.7361639 64.2069447, -21.7628159 64.2084794)"
5532,4562,3236,"LINESTRING (-21.8697552 64.1445512, -21.8692055 64.144117)",,edge_7004,residential,0.055308499827993345,3b64d0cc-f0e5-413b-8ce3-4fd5c00099b5,"LINESTRING (-21.8697552 64.1445512, -21.8692055 64.144117)"
5533,4563,5705,"LINESTRING (-21.7918741 64.1154633, -21.791921 64.1154022, -21.7919666 64.1153426)",,edge_21626,residential,0.014190454395098855,3151b766-4074-4451-b5d4-16077a009099,"LINESTRING (-21.7918741 64.1154633, -21.7919666 64.1153426)"
5534,4563,2600,"LINESTRING (-21.7918741 64.1154633, -21.7934032 64.1156839, -21.7943942 64.1158268)",,edge_21631,tertiary,0.12931611904661278,386db005-696e-4dba-b83f-fbfb72381f8b,"LINESTRING (-21.7918741 64.1154633, -21.7943942 64.1158268)"
5535,4564,5002,"LINESTRING (-21.8147134 64.1113806, -21.8150164 64.1116307, -21.8151054 64.1116659, -21.8152101 64.1116915, -21.815282 64.1116963, -21.8153733 64.1116891, -21.815601 64.1116382, -21.8159196 64.1115287, -21.8160126 64.1114963)",,edge_953,residential,0.08932282769984967,cb05d97b-8d70-48bd-a2aa-7c2dbd97dd3f,"LINESTRING (-21.8147134 64.1113806, -21.8160126 64.1114963)"
5536,4565,6098,"LINESTRING (-21.6497537 64.3243666, -21.6508191 64.3257603)",,edge_15124,secondary,0.16369368529876052,cabff64e-04b2-4d47-b9b5-68934b072282,"LINESTRING (-21.6497537 64.3243666, -21.6508191 64.3257603)"
5537,4566,9304,"LINESTRING (-21.4545502 64.3532712, -21.4545885 64.3531631, -21.4545971 64.3531388)",,edge_14693,service,0.014933228384919648,7968f4a9-2a4e-46db-9309-a9badf7b8e5a,"LINESTRING (-21.4545502 64.3532712, -21.4545971 64.3531388)"
5538,4566,14106,"LINESTRING (-21.4545502 64.3532712, -21.4538114 64.3532982, -21.4530667 64.3533726, -21.4522507 64.3534652, -21.4519471 64.3535068)",,edge_14720,primary,0.12887851718645396,0b64f4c8-58a3-4af2-a61c-6d29dd8b2f3e,"LINESTRING (-21.4545502 64.3532712, -21.4519471 64.3535068)"
5539,4567,13527,"LINESTRING (-21.95799 64.1503408, -21.9575627 64.1504202, -21.9574213 64.1504465, -21.9576966 64.1507517)",,edge_13365,service,0.06664838995209008,d5ebf09e-e9e1-470e-95b2-dbfd928624e0,"LINESTRING (-21.95799 64.1503408, -21.9576966 64.1507517)"
5540,4567,10007,"LINESTRING (-21.95799 64.1503408, -21.9579805 64.1503305, -21.9577856 64.1501192, -21.9577253 64.1500538)",,edge_13379,residential,0.03449088990687805,547333db-af1a-4cbf-8d72-0d33cd5dd399,"LINESTRING (-21.95799 64.1503408, -21.9577253 64.1500538)"
5541,4568,16906,"LINESTRING (-21.8882442 64.1303816, -21.8884982 64.1304232)",,edge_9991,residential,0.013211404215973006,9571203a-3967-40ac-879e-1ff5607e89c1,"LINESTRING (-21.8882442 64.1303816, -21.8884982 64.1304232)"
5542,4569,82,"LINESTRING (-21.880218 64.1444981, -21.8806041 64.1444221)",,edge_7277,service,0.020616314120256392,95a4f4bd-415e-4043-a88d-41c273855efb,"LINESTRING (-21.880218 64.1444981, -21.8806041 64.1444221)"
5543,4570,1441,"LINESTRING (-21.7983949 64.1226104, -21.7983905 64.122544)",,edge_4934,service,0.00740532446323897,b9ad199b-1ab1-460e-a055-77f523200bcd,"LINESTRING (-21.7983949 64.1226104, -21.7983905 64.122544)"
5544,4570,3765,"LINESTRING (-21.7983949 64.1226104, -21.7983984 64.1227041, -21.7973255 64.1227252)",,edge_4936,service,0.06276840148647773,ecc50e5a-68bb-465e-8b54-ee2f3233de04,"LINESTRING (-21.7983949 64.1226104, -21.7973255 64.1227252)"
5545,4571,2070,"LINESTRING (-21.7537866 64.1414022, -21.7541183 64.1413067)",,edge_19644,service,0.01934221730679,6a1449fa-c3e2-4749-8cf4-671d861f192a,"LINESTRING (-21.7537866 64.1414022, -21.7541183 64.1413067)"
5546,4572,5032,"LINESTRING (-21.8631012 64.1509407, -21.8631458 64.1509958, -21.8632266 64.1510426, -21.8633359 64.1510765, -21.8634636 64.1510944, -21.8635977 64.1510947)",,edge_7618,secondary,0.032626821390381346,e23c0e7b-85ac-4883-8352-5b82e1ffd038,"LINESTRING (-21.8631012 64.1509407, -21.8635977 64.1510947)"
5547,4573,14438,"LINESTRING (-21.7917663 64.1199377, -21.7914663 64.1198852, -21.7914277 64.1198925, -21.7913912 64.1199016, -21.7913499 64.1199152, -21.7913134 64.1199312, -21.7908693 64.1204298, -21.7908403 64.1204955)",,edge_20458,service,0.09198516152568845,047e7073-f7b2-4432-9778-8267b21e9d92,"LINESTRING (-21.7917663 64.1199377, -21.7908403 64.1204955)"
5548,4573,16484,"LINESTRING (-21.7917663 64.1199377, -21.7912864 64.1204877)",,edge_20463,service,0.06562044571435739,9e9d1dd2-6a33-400c-886b-6e7c906a9a0a,"LINESTRING (-21.7917663 64.1199377, -21.7912864 64.1204877)"
5549,4575,17489,"LINESTRING (-21.9458988 64.1555239, -21.9455235 64.1552864)",,edge_13131,service,0.03216369503850501,9ac3531a-55fa-436e-aad7-eeeb942fdf5a,"LINESTRING (-21.9458988 64.1555239, -21.9455235 64.1552864)"
5550,4578,16803,"LINESTRING (-21.6962855 64.1683261, -21.6961606 64.1682579, -21.6961152 64.1682464)",,edge_16185,service,0.012285102370211475,1daa6990-0147-43e0-9075-2c59dd5b71e3,"LINESTRING (-21.6962855 64.1683261, -21.6961152 64.1682464)"
5551,4578,18057,"LINESTRING (-21.6962855 64.1683261, -21.6962878 64.1683882, -21.6963293 64.1684519, -21.6966385 64.168534, -21.6966591 64.1685381, -21.696681 64.1685407, -21.6967035 64.1685415, -21.6967261 64.1685406, -21.6967479 64.168538, -21.6967684 64.1685339, -21.696787 64.1685282, -21.696803 64.1685212, -21.696816 64.1685132, -21.6968256 64.1685043, -21.6968316 64.1684947, -21.6968337 64.1684849, -21.6968318 64.1684751, -21.6968261 64.1684655, -21.6968167 64.1684566)",,edge_16201,service,0.048412200781894184,3b08bf8b-b22f-44df-87e2-975c5ebd6153,"LINESTRING (-21.6962855 64.1683261, -21.6968167 64.1684566)"
5552,4579,2731,"LINESTRING (-21.9525098 64.1439132, -21.9531326 64.1435139)",,edge_12087,residential,0.05385780310212104,2fc598b7-f3ae-46c9-a884-38b8a266a20a,"LINESTRING (-21.9525098 64.1439132, -21.9531326 64.1435139)"
5553,4579,6707,"LINESTRING (-21.9525098 64.1439132, -21.9524048 64.143938, -21.9523011 64.143927, -21.9514928 64.1434931)",,edge_12094,residential,0.0733602270720328,98488ba6-4ee8-4131-b27a-c8cc8a8c5a71,"LINESTRING (-21.9525098 64.1439132, -21.9514928 64.1434931)"
5554,4580,7918,"LINESTRING (-21.9161979 64.1449811, -21.9163972 64.1450183, -21.9169922 64.1451295)",,edge_7938,residential,0.04205546435542635,e329975c-4bcd-45ec-bc1a-f191594eaa00,"LINESTRING (-21.9161979 64.1449811, -21.9169922 64.1451295)"
5555,4582,9386,"LINESTRING (-21.5977465 64.299192, -21.5978478 64.2991204, -21.5979592 64.2990335, -21.5980461 64.2989472, -21.5981992 64.2988668, -21.5983632 64.2988124, -21.5986247 64.2987851, -21.5989226 64.2988078, -21.5992029 64.2988625, -21.5995512 64.298942, -21.6000534 64.2990779, -21.6003428 64.2991961, -21.6004769 64.2992713, -21.6006431 64.2993164, -21.6008648 64.2993331, -21.6012241 64.2993174, -21.6016134 64.2992956)",,edge_14983,residential,0.2295038335249795,a0c17f12-f919-4df8-a0ea-b5e6e4a7b882,"LINESTRING (-21.5977465 64.299192, -21.6016134 64.2992956)"
5556,4584,16505,"LINESTRING (-21.8787177 64.1504051, -21.8798137 64.1505279)",,edge_7505,service,0.055069312954965664,c83c95e3-6019-4e26-a273-e06b6f154366,"LINESTRING (-21.8787177 64.1504051, -21.8798137 64.1505279)"
5557,4585,16610,"LINESTRING (-21.8450722 64.1394373, -21.8446783 64.1394444)",,edge_6408,service,0.01919443088518667,3d69148e-d37f-40eb-bdd9-6e06cafb597b,"LINESTRING (-21.8450722 64.1394373, -21.8446783 64.1394444)"
5558,4585,7797,"LINESTRING (-21.8450722 64.1394373, -21.8450507 64.1392647, -21.8450923 64.1392174, -21.8451829 64.1391913, -21.8456644 64.1391799)",,edge_6421,service,0.0536805254783009,bd1f21d3-0aa6-4473-adce-5d2aa4cd850b,"LINESTRING (-21.8450722 64.1394373, -21.8456644 64.1391799)"
5559,4586,166,"LINESTRING (-21.8895476 64.1228217, -21.8896713 64.122865)",,edge_10227,service,0.007721161960590469,fa5eba05-a0c7-49a1-a728-3098a841b33a,"LINESTRING (-21.8895476 64.1228217, -21.8896713 64.122865)"
5560,4587,11608,"LINESTRING (-21.9758776 64.1452138, -21.9757229 64.1451491)",,edge_13862,service,0.01042741530151518,f897038b-24c6-406c-b6e9-f8477da41b88,"LINESTRING (-21.9758776 64.1452138, -21.9757229 64.1451491)"
5561,4588,13365,"LINESTRING (-21.802048 64.1458998, -21.8021793 64.1458917, -21.8023791 64.1459145, -21.8025025 64.1459344, -21.8026394 64.1459698, -21.8028421 64.1459956, -21.8032257 64.1460206, -21.8035028 64.1460472, -21.8037596 64.1460752, -21.8038999 64.1460899, -21.8041178 64.1461312, -21.8044808 64.1462075)",,edge_6085,residential,0.12470134044475047,4f72230f-ddd8-44cf-a210-46de7a54976d,"LINESTRING (-21.802048 64.1458998, -21.8044808 64.1462075)"
5562,4588,11064,"LINESTRING (-21.802048 64.1458998, -21.8020136 64.1463032, -21.8020148 64.1463704)",,edge_6125,residential,0.05249369100546797,3fc92abd-cfd5-4e7a-a8dd-9921674e1fed,"LINESTRING (-21.802048 64.1458998, -21.8020148 64.1463704)"
5563,4589,7393,"LINESTRING (-21.8832908 64.1417143, -21.8833526 64.1416969, -21.8834023 64.1416733, -21.8834365 64.1416449, -21.883453 64.1416136)",,edge_7218,tertiary,0.014311831637513648,bcf553fd-6298-49e1-81f9-05c281b0da85,"LINESTRING (-21.8832908 64.1417143, -21.883453 64.1416136)"
5564,4590,2713,"LINESTRING (-21.8529461 64.1434436, -21.8528816 64.1434069)",,edge_6577,primary,0.005157302451806241,ed643cc7-34a8-486a-a0ca-75f9dd050ba5,"LINESTRING (-21.8529461 64.1434436, -21.8528816 64.1434069)"
5565,4591,2782,"LINESTRING (-21.6761757 64.169049, -21.6760036 64.1691288, -21.6755998 64.1693514, -21.6751885 64.1695163, -21.6749069 64.1695853, -21.6746682 64.1696192, -21.6743141 64.1696262, -21.6741583 64.1696353, -21.674072 64.1696655, -21.6740263 64.169698, -21.674006 64.1697434, -21.6740317 64.1699187, -21.674038 64.1699812)",,edge_16576,residential,0.16517417881987925,696e2c67-b2d7-478d-a561-43d4a04bdd3a,"LINESTRING (-21.6761757 64.169049, -21.674038 64.1699812)"
5566,4592,17111,"LINESTRING (-21.9338101 64.1488032, -21.9340012 64.1486481, -21.9343134 64.1484723, -21.9343543 64.1484456, -21.9343954 64.1484224, -21.9344731 64.1483798)",,edge_12689,primary,0.057353703369699686,2bd5cd19-291e-4bce-85a8-3b781701cd16,"LINESTRING (-21.9338101 64.1488032, -21.9344731 64.1483798)"
5567,4592,18214,"LINESTRING (-21.9338101 64.1488032, -21.9341096 64.1486779, -21.9342189 64.1486175, -21.9342944 64.1485819, -21.9344191 64.1485451, -21.9344911 64.1485318, -21.9345586 64.1485198, -21.9346809 64.1485105, -21.9348253 64.1485109, -21.9349674 64.1485202)",,edge_12691,primary,0.06892156911388819,7901bf41-0a1a-4874-9775-fc56dc38784f,"LINESTRING (-21.9338101 64.1488032, -21.9349674 64.1485202)"
5568,4593,5292,"LINESTRING (-21.6595323 64.1663626, -21.6586496 64.1659768, -21.6586039 64.1659488, -21.6585749 64.1658916, -21.6585696 64.1658525, -21.658583 64.1658062)",,edge_17223,residential,0.0807036911581389,8fbdd149-8d34-4411-bd4e-016486a6e9a6,"LINESTRING (-21.6595323 64.1663626, -21.658583 64.1658062)"
5569,4593,15417,"LINESTRING (-21.6595323 64.1663626, -21.6590017 64.1666043)",,edge_17232,residential,0.03731085866279428,152c6499-4fd6-4bdb-ada1-e08564464d71,"LINESTRING (-21.6595323 64.1663626, -21.6590017 64.1666043)"
5570,4594,16187,"LINESTRING (-21.7220617 64.1576655, -21.7217165 64.1575622, -21.7212015 64.1574177, -21.720885 64.1573391, -21.7204044 64.1572152, -21.7197947 64.157098, -21.7191706 64.1569789, -21.7181564 64.1568063, -21.7178606 64.1567868)",,edge_18165,tertiary,0.2281118537472477,8c72956c-c95a-4faa-8c8e-93657b108e40,"LINESTRING (-21.7220617 64.1576655, -21.7178606 64.1567868)"
5571,4594,3596,"LINESTRING (-21.7220617 64.1576655, -21.7223126 64.1577694, -21.7225551 64.1578515, -21.7227186 64.1579071)",,edge_18192,tertiary,0.041845666093968975,c566b9f8-2b74-4710-9a8c-a9737553b6bc,"LINESTRING (-21.7220617 64.1576655, -21.7227186 64.1579071)"
